Item;Oracion;Lenguaje
925;Se llevó a Pedro y a los dos hijos de Zebedeo, y comenzó a sentirse triste y angustiado.;Esp
926;«Es tal la angustia que me invade que me siento morir —les dijo—. Quedaos aquí y permaneced despiertos conmigo».;Esp
927;Yendo un poco más allá, se postró sobre su rostro y oró: «Padre mío, si es posible, no me hagas beber este trago amargo. Pero no sea lo que yo quiero, sino lo que quieres tú».;Esp
928;Luego volvió adonde estaban sus discípulos y los encontró dormidos. «¿No pudisteis permanecer despiertos conmigo ni una hora? —le dijo a Pedro—.;Esp
929;Estad alerta y orad para no caer en tentación . El espíritu está dispuesto, pero el cuerpo es débil».;Esp
930;Por segunda vez se retiró y oró: «Padre mío, si no es posible evitar que yo beba este trago amargo, hágase tu voluntad».;Esp
931;Cuando volvió, otra vez los encontró dormidos, porque se les cerraban los ojos de sueño.;Esp
932;Así que los dejó y se retiró a orar por tercera vez, diciendo lo mismo.;Esp
933;Volvió de nuevo a los discípulos y les dijo: «¿Seguís durmiendo y descansando? Mirad, se acerca la hora, y el Hijo del hombre va a ser entregado en manos de pecadores .;Esp
934;¡Levantaos! ¡Vámonos! ¡Ahí viene el que me traiciona!»;Esp
935;Todavía estaba hablando Jesús cuando llegó Judas, uno de los doce. Lo acompañaba una gran turba armada con espadas y palos, enviada por los jefes de los sacerdotes y los ancianos del pueblo.;Esp
936;"El traidor les había dado esta contraseña: «Al que dé un beso, ese es; arrestadlo».";Esp
937;En seguida Judas se acercó a Jesús y lo saludó. ?¡Rabí! —le dijo, y lo besó.;Esp
938;?Amigo —le replicó Jesús—, ¿a qué vienes? Entonces los hombres se acercaron y prendieron a Jesús.;Esp
939;En eso, uno de los que estaban con él extendió la mano, sacó la espada e hirió al siervo del sumo sacerdote, cortándole una oreja.;Esp
940;?Guarda tu espada —le dijo Jesús—, porque los que a hierro matan, a hierro mueren.;Esp
941;¿Crees que no puedo acudir a mi Padre, y al instante pondría a mi disposición más de doce batallones de ángeles?;Esp
942;Pero, entonces, ¿cómo se cumplirían las Escrituras que dicen que así tiene que suceder?;Esp
943;Y de inmediato dijo a la turba: ?¿Acaso soy un bandido, para que vengáis con espadas y palos a arrestarme? Todos los días me sentaba a enseñar en el templo , y no me prendisteis.;Esp
944;Pero todo esto ha sucedido para que se cumpla lo que escribieron los profetas. Entonces todos los discípulos lo abandonaron y huyeron.;Esp
945;Los que habían arrestado a Jesús lo llevaron ante Caifás, el sumo sacerdote, donde se habían reunido los maestros de la ley y los ancianos .;Esp
946;Pero Pedro lo siguió de lejos hasta el patio del sumo sacerdote. Entró y se sentó con los guardias para ver en qué terminaba aquello.;Esp
947;Los jefes de los sacerdotes y el Consejo en pleno buscaban alguna prueba falsa contra Jesús para poder condenarlo a muerte.;Esp
948;Pero no la encontraron, a pesar de que se presentaron muchos falsos testigos. Por fin se presentaron dos,;Esp
949;que declararon: ?Este hombre dijo: “Puedo destruir el templo de Dios y reconstruirlo en tres días”.;Esp
950;Poniéndose en pie, el sumo sacerdote le dijo a Jesús: ?¿No vas a responder? ¿Qué significan estas denuncias en tu contra?;Esp
951;Pero Jesús se quedó callado. Así que el sumo sacerdote insistió: ?Te ordeno en el nombre del Dios viviente que nos digas si eres el Cristo , el Hijo de Dios.;Esp
952;?Tú lo has dicho —respondió Jesús—. Pero yo os digo a todos: De ahora en adelante veréis al Hijo del hombre sentado a la derecha del Todopoderoso, y viniendo en las nubes del cielo.;Esp
953;?¡Ha blasfemado ! —exclamó el sumo sacerdote, rasgándose las vestiduras—. ¿Para qué necesitamos más testigos? ¡Mirad, vosotros mismos habéis oído la blasfemia!;Esp
954;¿Qué pensáis de esto? ?Merece la muerte —le contestaron.;Esp
955;Entonces algunos le escupieron en el rostro y le dieron puñetazos. Otros lo abofeteaban;Esp
956;y decían: ?A ver, Cristo, ¡adivina quién te pegó!;Esp
957;Mientras tanto, Pedro estaba sentado afuera, en el patio, y una criada se le acercó. ?Tú también estabas con Jesús de Galilea —le dijo.;Esp
958;Pero él lo negó delante de todos, diciendo: ?No sé de qué estás hablando.;Esp
959;Luego salió a la puerta, donde otra criada lo vio y dijo a los que estaban allí: ?Este estaba con Jesús de Nazaret.;Esp
960;Él lo volvió a negar, jurándoles: ?¡A ese hombre ni lo conozco!;Esp
961;"Poco después se acercaron a Pedro los que estaban allí y le dijeron: ?Seguro que eres uno de ellos; se nota por tu acento.";Esp
962;Y comenzó a echar maldiciones, y les juró: ?¡A ese hombre ni lo conozco! En ese instante cantó un gallo.;Esp
963;Entonces Pedro se acordó de lo que Jesús había dicho: «Antes de que cante el gallo, me negarás tres veces». Y saliendo de allí, lloró amargamente.;Esp
964;Muy de mañana, todos los jefes de los sacerdotes y los ancianos del pueblo tomaron la decisión de condenar a muerte a Jesús.;Esp
965;Lo ataron, se lo llevaron y lo entregaron a Pilato, el gobernador.;Esp
966;Cuando Judas, el que lo había traicionado, vio que habían condenado a Jesús, sintió remordimiento y devolvió las treinta monedas de plata a los jefes de los sacerdotes y a los ancianos.;Esp
967;?He pecado —les dijo— porque he entregado sangre inocente. ?¿Y eso a nosotros qué nos importa? —respondieron—. ¡Allá tú!;Esp
968;Entonces Judas arrojó el dinero en el santuario y salió de allí. Luego fue y se ahorcó.;Esp
969;Los jefes de los sacerdotes recogieron las monedas y dijeron: «La ley no permite echar esto al tesoro, porque es precio de sangre».;Esp
970;Así que resolvieron comprar con ese dinero un terreno conocido como Campo del Alfarero, para sepultar allí a los extranjeros.;Esp
971;Por eso se le ha llamado Campo de Sangre hasta el día de hoy.;Esp
972;Así se cumplió lo dicho por el profeta Jeremías: «Tomaron las treinta monedas de plata, el precio que el pueblo de Israel le había fijado,;Esp
973;y con ellas compraron el campo del alfarero, como me ordenó el Señor».;Esp
974;Mientras tanto, Jesús compareció ante el gobernador, y este le preguntó: ?¿Eres tú el rey de los judíos? ?Tú lo dices —respondió Jesús.;Esp
975;Al ser acusado por los jefes de los sacerdotes y por los ancianos , Jesús no contestó nada.;Esp
976;?¿No oyes lo que declaran contra ti? —le dijo Pilato.;Esp
977;Pero Jesús no respondió ni a una sola acusación, por lo que el gobernador se llenó de asombro.;Esp
978;Ahora bien, durante la fiesta el gobernador acostumbraba soltar un preso que la gente escogiera.;Esp
979;Tenían un preso famoso llamado Barrabás.;Esp
980;Pilato se reunió con ellos y les preguntó: «¿A quién quieren que les suelte: a Barrabás, o a Jesús, al que llaman el Cristo?»;Esp
981;Y es que Pilato sabía que ellos lo habían entregado por envidia.;Esp
982;Mientras Pilato estaba sentado en el tribunal, su esposa le envió el siguiente recado: «No te metas con ese justo, pues, por causa de él, hoy he sufrido mucho en un sueño».;Esp
983;Pero los jefes de los sacerdotes y los ancianos persuadieron a la multitud a que le pidiera a Pilato soltar a Barrabás y ejecutar a Jesús.;Esp
984;?¿A cuál de los dos queréis que os suelte? —preguntó el gobernador. ?A Barrabás.;Esp
985;?¿Y qué voy a hacer con Jesús, al que llaman Cristo? ?¡Crucifícalo! —respondieron todos.;Esp
986;?¿Por qué? ¿Qué crimen ha cometido? Pero ellos gritaban aún más fuerte: ?¡Crucifícalo!;Esp
987;Cuando Pilato vio que no conseguía nada, sino que más bien se estaba formando un tumulto, pidió agua y se lavó las manos delante de la gente. ?Soy inocente de la sangre de este hombre —dijo—. ¡Allá vosotros!;Esp
988;?¡Que su sangre caiga sobre nosotros y sobre nuestros hijos! —contestó todo el pueblo.;Esp
989;"Entonces les soltó a Barrabás; pero a Jesús lo mandó azotar, y lo entregó para que lo crucificaran.";Esp
990;Los soldados del gobernador llevaron a Jesús al palacio y reunieron a toda la tropa alrededor de él.;Esp
991;Le quitaron la ropa y le pusieron un manto de color escarlata.;Esp
992;Luego trenzaron una corona de espinas y se la colocaron en la cabeza, y en la mano derecha le pusieron una caña. Arrodillándose delante de él, se burlaban diciendo: ?¡Salve, rey de los judíos!;Esp
993;Y le escupían, y con la caña le golpeaban la cabeza.;Esp
994;Después de burlarse de él, le quitaron el manto, le pusieron su propia ropa y se lo llevaron para crucificarlo.;Esp
995;Al salir encontraron a un hombre de Cirene que se llamaba Simón, y lo obligaron a llevar la cruz.;Esp
996;Llegaron a un lugar llamado Gólgota (que significa «Lugar de la Calavera»).;Esp
997;"Allí dieron a Jesús vino mezclado con hiel; pero, después de probarlo, se negó a beberlo.";Esp
998;Lo crucificaron y repartieron su ropa echando suertes.;Esp
999;Y se sentaron a vigilarlo.;Esp
1000;Encima de su cabeza pusieron por escrito la causa de su condena: «Este es Jesús, el Rey de los judíos».;Esp
1001;Con él crucificaron a dos bandidos, uno a su derecha y otro a su izquierda.;Esp
1002;Los que pasaban meneaban la cabeza y blasfemaban contra él:;Esp
1003;?Tú, que destruyes el templo y en tres días lo reconstruyes, ¡sálvate a ti mismo! ¡Si eres el Hijo de Dios, baja de la cruz!;Esp
1004;De la misma manera se burlaban de él los jefes de los sacerdotes, junto con los maestros de la ley y los ancianos.;Esp
1005;?Salvó a otros —decían—, ¡pero no puede salvarse a sí mismo! ¡Y es el Rey de Israel! Que baje ahora de la cruz, y así creeremos en él.;Esp
1006;"Él confía en Dios; pues que lo libre Dios ahora, si de veras lo quiere. ¿Acaso no dijo: “Yo soy el Hijo de Dios”?";Esp
1007;Así también lo insultaban los bandidos que estaban crucificados con él.;Esp
1008;Desde el mediodía y hasta la media tarde toda la tierra quedó en oscuridad.;Esp
1009;Como a las tres de la tarde, Jesús gritó con fuerza: ?Elí, Elí, ¿lama sabactani? (que significa: “Dios mío, Dios mío, ¿por qué me has desamparado?”).;Esp
1010;Cuando lo oyeron, algunos de los que estaban allí dijeron: ?Está llamando a Elías.;Esp
1011;Al instante, uno de ellos corrió en busca de una esponja. La empapó en vinagre, la puso en una caña y se la ofreció a Jesús para que bebiera.;Esp
1012;Los demás decían: ?Déjalo, a ver si viene Elías a salvarlo.;Esp
1013;Entonces Jesús volvió a gritar con fuerza, y entregó su espíritu.;Esp
1014;En ese momento, la cortina del santuario del templo se rasgó en dos, de arriba abajo. La tierra tembló y se partieron las rocas.;Esp
1015;Se abrieron los sepulcros, y muchos santos que habían muerto resucitaron.;Esp
1016;Salieron de los sepulcros y, después de la resurrección de Jesús, entraron en la ciudad santa y se aparecieron a muchos.;Esp
1017;Cuando el centurión y los que con él estaban custodiando a Jesús vieron el terremoto y todo lo que había sucedido, quedaron aterrados y exclamaron: ?¡Verdaderamente este era el Hijo de Dios!;Esp
1018;Estaban allí, mirando de lejos, muchas mujeres que habían seguido a Jesús desde Galilea para servirle.;Esp
1019;Entre ellas se encontraban María Magdalena, María la madre de Jacobo y de José, y la madre de los hijos de Zebedeo.;Esp
1020;Al atardecer, llegó un hombre rico de Arimatea, llamado José, que también se había convertido en discípulo de Jesús.;Esp
1021;Se presentó ante Pilato para pedirle el cuerpo de Jesús, y Pilato ordenó que se lo dieran.;Esp
1022;José tomó el cuerpo, lo envolvió en una sábana limpia;Esp
1023;y lo puso en un sepulcro nuevo de su propiedad que había cavado en la roca. Luego hizo rodar una piedra grande a la entrada del sepulcro, y se fue.;Esp
1024;Allí estaban, sentadas frente al sepulcro, María Magdalena y la otra María.;Esp
1025;Al día siguiente, después del día de la preparación, los jefes de los sacerdotes y los fariseos se presentaron ante Pilato.;Esp
1026;?Señor —dijeron—, nosotros recordamos que mientras ese engañador aún vivía dijo: “A los tres días resucitaré”.;Esp
1027;Por eso, ordena que se selle el sepulcro hasta el tercer día, no sea que vengan sus discípulos, roben el cuerpo y digan al pueblo que ha resucitado. Ese último engaño sería peor que el primero.;Esp
1028;?Llevaos una guardia de soldados —les ordenó Pilato—, e id a asegurar el sepulcro lo mejor que podáis.;Esp
1029;Después del sábado , al amanecer del primer día de la semana, María Magdalena y la otra María fueron a ver el sepulcro.;Esp
1030;Sucedió que hubo un terremoto violento, porque un ángel del Señor bajó del cielo y, acercándose al sepulcro, quitó la piedra y se sentó sobre ella.;Esp
1031;Su aspecto era como el de un relámpago, y su ropa era blanca como la nieve.;Esp
1032;Los guardias tuvieron tanto miedo de él que se pusieron a temblar y quedaron como muertos.;Esp
1033;"El ángel dijo a las mujeres: ?No tengáis miedo; sé que buscáis a Jesús, el que fue crucificado.";Esp
1034;No está aquí, pues ha resucitado, tal como dijo. Venid a ver el lugar donde lo pusieron.;Esp
1035;Por tanto, id pronto a decir a sus discípulos: “Él se ha levantado de entre los muertos y va delante de vosotros a Galilea. Allí lo veréis”. Ahora ya lo sabéis.;Esp
1036;Así que las mujeres se alejaron a toda prisa del sepulcro, asustadas pero muy alegres, y corrieron a dar la noticia a los discípulos.;Esp
1037;En eso Jesús les salió al encuentro y las saludó. Ellas se acercaron, abrazaron sus pies y lo adoraron.;Esp
1038;?No tengáis miedo —les dijo Jesús—. Id a decir a mis hermanos que se dirijan a Galilea, y allí me verán.;Esp
1039;Mientras las mujeres iban de camino, algunos de los guardias entraron en la ciudad e informaron a los jefes de los sacerdotes de todo lo que había sucedido.;Esp
1040;Después de reunirse estos jefes con los ancianos y de trazar un plan, les dieron a los soldados una fuerte suma de dinero;Esp
1041;y les encargaron: «Decid que los discípulos de Jesús vinieron por la noche y que, mientras dormíais, robaron el cuerpo.;Esp
1042;Y, si el gobernador llega a enterarse de esto, nosotros responderemos por vosotros y os evitaremos cualquier problema».;Esp
1043;Así que los soldados tomaron el dinero e hicieron como se les había instruido. Esta es la versión de los sucesos que hasta el día de hoy ha circulado entre los judíos.;Esp
1044;Los once discípulos fueron a Galilea, a la montaña que Jesús les había indicado.;Esp
1045;"Cuando lo vieron, lo adoraron; pero algunos dudaban.";Esp
1046;Jesús se acercó entonces a ellos y les dijo: ?Se me ha dado toda autoridad en el cielo y en la tierra.;Esp
1047;Por tanto, id y haced discípulos de todas las naciones , bautizándolos en el nombre del Padre y del Hijo y del Espíritu Santo,;Esp
1048;enseñándoles a obedecer todo lo que os he mandado. Y os aseguro que estaré con vosotros siempre, hasta el fin del mundo.;Esp
1049;Comienzo del evangelio de Jesucristo , Hijo de Dios.;Esp
1050;Sucedió como está escrito en el profeta Isaías: «Yo enviaré a mi mensajero delante de ti, el cual preparará tu camino».;Esp
1051;«Voz de uno que grita en el desierto: “Preparad el camino del Señor, haced derechas sus sendas”».;Esp
1052;Así se presentó Juan, bautizando en el desierto y predicando el bautismo de arrepentimiento para el perdón de pecados.;Esp
1053;Toda la gente de la región de Judea y de la ciudad de Jerusalén acudía a él. Cuando confesaban sus pecados, él los bautizaba en el río Jordán.;Esp
1054;Y Juan llevaba un vestido de pelo de camello. Llevaba puesto un cinturón de cuero, y comía langostas y miel silvestre.;Esp
1055;"Predicaba de esta manera: «Detrás de mí viene uno más poderoso que yo; ni siquiera merezco agacharme para desatar la correa de sus sandalias.";Esp
1056;Yo os he bautizado con agua, pero él os bautizará con el Espíritu Santo».;Esp
1057;En esos días llegó Jesús desde Nazaret de Galilea y fue bautizado por Juan en el Jordán.;Esp
1058;En seguida, al subir del agua, Jesús vio que el cielo se abría y que el Espíritu bajaba sobre él como una paloma.;Esp
1059;"También se oyó una voz del cielo que decía: «Tú eres mi Hijo amado; estoy muy complacido contigo».";Esp
1060;En seguida el Espíritu lo impulsó a ir al desierto,;Esp
1061;y allí fue tentado por Satanás durante cuarenta días. Estaba entre las fieras, y los ángeles le servían.;Esp
1062;Después de que encarcelaran a Juan, Jesús se fue a Galilea a anunciar las buenas nuevas de Dios.;Esp
1063;«Se ha cumplido el tiempo —decía—. El reino de Dios está cerca. ¡ Arrepentíos y creed las buenas nuevas !»;Esp
1064;Pasando por la orilla del mar de Galilea, Jesús vio a Simón y a su hermano Andrés que echaban la red al lago, pues eran pescadores.;Esp
1065;«Venid, seguidme —les dijo Jesús—, y os haré pescadores de hombres».;Esp
1066;Al momento dejaron las redes y lo siguieron.;Esp
1067;Un poco más adelante vio a Jacobo y a su hermano Juan, hijos de Zebedeo, que estaban en su barca remendando las redes.;Esp
1068;En seguida los llamó, y ellos, dejando a su padre Zebedeo en la barca con los jornaleros, se fueron con Jesús.;Esp
1069;Entraron en Capernaún y, tan pronto como llegó el sábado , Jesús fue a la sinagoga y se puso a enseñar.;Esp
1070;La gente se asombraba de su enseñanza, porque la impartía como quien tiene autoridad y no como los maestros de la ley .;Esp
1071;De repente, en la sinagoga, un hombre que estaba poseído por un espíritu maligno gritó:;Esp
1072;?¿Por qué te entrometes, Jesús de Nazaret? ¿Has venido a destruirnos? Yo sé quién eres tú: ¡el Santo de Dios!;Esp
1073;?¡Cállate! —lo reprendió Jesús—. ¡Sal de ese hombre!;Esp
1074;Entonces el espíritu maligno sacudió al hombre violentamente y salió de él dando un alarido.;Esp
1075;Todos se quedaron tan asustados que se preguntaban unos a otros: «¿Qué es esto? ¡Una enseñanza nueva, pues lo hace con autoridad! Ordena incluso a los espíritus malignos, y le obedecen».;Esp
1076;Como resultado, su fama se extendió rápidamente por toda la región de Galilea.;Esp
1077;Tan pronto como salieron de la sinagoga, Jesús fue con Jacobo y Juan a casa de Simón y Andrés.;Esp
1078;La suegra de Simón estaba en cama con fiebre, y en seguida se lo dijeron a Jesús.;Esp
1079;Él se le acercó, la tomó de la mano y la ayudó a levantarse. Entonces se le fue la fiebre y se puso a servirles.;Esp
1080;Al atardecer, cuando ya se ponía el sol, la gente le llevó a Jesús todos los enfermos y endemoniados,;Esp
1081;de manera que la población entera se estaba congregando a la puerta.;Esp
1082;Jesús sanó a muchos que padecían de diversas enfermedades. También expulsó a muchos demonios, pero no los dejaba hablar porque sabían quién era él.;Esp
1083;Muy de madrugada, cuando todavía estaba oscuro, Jesús se levantó, salió de la casa y se fue a un lugar solitario, donde se puso a orar.;Esp
1084;Simón y sus compañeros salieron a buscarlo.;Esp
1085;Por fin lo encontraron y le dijeron: ?Todo el mundo te busca.;Esp
1086;"Jesús respondió: ?Vámonos de aquí a otras aldeas cercanas donde también pueda predicar; para esto he venido.";Esp
1087;Así que recorrió toda Galilea, predicando en las sinagogas y expulsando demonios.;Esp
1088;Un hombre que tenía lepra se le acercó y, de rodillas, le suplicó: ?Si quieres, puedes limpiarme .;Esp
1089;Movido a compasión, Jesús extendió la mano y tocó al hombre, diciéndole: ?Sí, quiero. ¡Queda limpio!;Esp
1090;Al instante se le quitó la lepra y quedó sano.;Esp
1091;Jesús lo despidió en seguida con una fuerte advertencia:;Esp
1092;"?Mira, no se lo digas a nadie; solo ve, preséntate al sacerdote y lleva por tu purificación lo que ordenó Moisés, para que les sirva de testimonio.";Esp
1093;Pero él salió y comenzó a hablar sin reserva, divulgando lo sucedido. Como resultado, Jesús ya no podía entrar en ningún pueblo abiertamente, sino que se quedaba afuera, en lugares solitarios. Aun así, gente de todas partes seguía acudiendo a él.;Esp
1094;Unos días después, cuando Jesús entró de nuevo en Capernaún, corrió la voz de que estaba en casa.;Esp
1095;Se aglomeraron tantos que ya no quedaba sitio ni siquiera frente a la puerta mientras él les predicaba la palabra.;Esp
1096;Entonces llegaron cuatro hombres que le llevaban un paralítico.;Esp
1097;Como no podían acercarlo a Jesús por causa de la multitud, quitaron parte del techo encima de donde estaba Jesús y, después de hacer una abertura, bajaron la camilla en la que estaba acostado el paralítico.;Esp
1098;Al ver Jesús la fe de ellos, le dijo al paralítico: ?Hijo, tus pecados quedan perdonados.;Esp
1099;Estaban sentados allí algunos maestros de la ley , que pensaban:;Esp
1100;«¿Por qué habla este así? ¡Está blasfemando ! ¿Quién puede perdonar pecados sino solo Dios?»;Esp
1101;En ese mismo instante supo Jesús en su espíritu que esto era lo que estaban pensando. ?¿Por qué razonáis así? —les dijo—.;Esp
1102;¿Qué es más fácil, decirle al paralítico: “Tus pecados son perdonados”, o decirle: “Levántate, toma tu camilla y anda”?;Esp
1103;Pues para que sepáis que el Hijo del hombre tiene autoridad en la tierra para perdonar pecados —se dirigió entonces al paralítico—:;Esp
1104;A ti te digo, levántate, toma tu camilla y vete a tu casa.;Esp
1105;Él se levantó, tomó su camilla en seguida y salió caminando a la vista de todos. Ellos se quedaron asombrados y comenzaron a alabar a Dios. ?Jamás habíamos visto cosa igual —decían.;Esp
1106;De nuevo salió Jesús a la orilla del lago. Toda la gente acudía a él, y él les enseñaba.;Esp
1107;Al pasar vio a Leví hijo de Alfeo, donde este cobraba impuestos. ?Sígueme —le dijo Jesús. Y Leví se levantó y lo siguió.;Esp
1108;Sucedió que, estando Jesús a la mesa en casa de Leví, muchos recaudadores de impuestos y pecadores se sentaron con él y sus discípulos, pues ya eran muchos los que lo seguían.;Esp
1109;Cuando los maestros de la ley que eran fariseos vieron con quién comía, les preguntaron a sus discípulos: ?¿Y este come con recaudadores de impuestos y con pecadores?;Esp
1110;Al oírlos, Jesús les contestó: ?No son los sanos los que necesitan médico, sino los enfermos. Y yo no he venido a llamar a justos, sino a pecadores.;Esp
1111;Al ver que los discípulos de Juan y los fariseos ayunaban, algunos se acercaron a Jesús y le preguntaron: ?¿Cómo es que los discípulos de Juan y de los fariseos ayunan, pero los tuyos, no?;Esp
1112;Jesús les contestó: ?¿Acaso pueden ayunar los invitados del novio mientras él está con ellos? No pueden hacerlo mientras lo tienen con ellos.;Esp
1113;Pero llegará el día en que se les quitará el novio, y ese día sí ayunarán.;Esp
1114;Nadie remienda un vestido viejo con un retazo de tela nueva. De hacerlo así, el remiendo fruncirá el vestido y la rotura se hará peor.;Esp
1115;Ni nadie echa vino nuevo en odres viejos. De hacerlo así, el vino hará reventar los odres y se echarán a perder tanto el vino como los odres. Más bien, el vino nuevo se echa en odres nuevos.;Esp
1116;Un sábado , al cruzar Jesús los sembrados, sus discípulos comenzaron a arrancar a su paso unas espigas de trigo.;Esp
1117;?Mira —le preguntaron los fariseos —, ¿por qué hacen ellos lo que está prohibido hacer en sábado?;Esp
1118;Él les contestó: ?¿Nunca habéis leído lo que hizo David en aquella ocasión, cuando él y sus compañeros tuvieron hambre y pasaron necesidad?;Esp
1119;Entró en la casa de Dios cuando Abiatar era el sumo sacerdote, y comió los panes consagrados a Dios, que solo a los sacerdotes les es permitido comer. Y dio también a sus compañeros.;Esp
1120;»El sábado se hizo para el hombre, y no el hombre para el sábado —añadió—.;Esp
1121;Así que el Hijo del hombre es Señor incluso del sábado».;Esp
1122;En otra ocasión entró en la sinagoga, y había allí un hombre que tenía la mano paralizada.;Esp
1123;Algunos que buscaban un motivo para acusar a Jesús no le quitaban la vista de encima para ver si sanaba al enfermo en sábado .;Esp
1124;Entonces Jesús le dijo al hombre de la mano paralizada: ?Ponte de pie frente a todos.;Esp
1125;Luego dijo a los otros: ?¿Qué está permitido en sábado: hacer el bien o hacer el mal, salvar una vida o matar? Pero ellos permanecieron callados.;Esp
1126;Jesús se quedó mirándoles, enojado y entristecido por la dureza de su corazón, y dijo al hombre: ?Extiende la mano. La extendió, y la mano quedó restablecida.;Esp
1127;Tan pronto como salieron los fariseos, comenzaron a tramar con los herodianos cómo matar a Jesús.;Esp
1128;Jesús se retiró al lago con sus discípulos, y mucha gente de Galilea lo siguió.;Esp
1129;Cuando se enteraron de todo lo que hacía, acudieron también a él muchos de Judea y Jerusalén, de Idumea, del otro lado del Jordán y de las regiones de Tiro y Sidón.;Esp
1130;"Entonces, para evitar que la gente lo estrujara, encargó a sus discípulos que le tuvieran preparada una pequeña barca;";Esp
1131;pues, como había sanado a muchos, todos los que sufrían dolencias se abalanzaban sobre él para tocarlo.;Esp
1132;Además, los espíritus malignos , al verlo, se postraban ante él, gritando: «¡Tú eres el Hijo de Dios!»;Esp
1133;Pero él les ordenó terminantemente que no dijeran quién era él.;Esp
1134;Subió Jesús a una montaña y llamó a los que quiso, los cuales se reunieron con él.;Esp
1135;Designó a doce, a quienes nombró apóstoles, para que lo acompañaran y para enviarlos a predicar;Esp
1136;y ejercer autoridad para expulsar demonios.;Esp
1137;"Estos son los doce que él nombró: Simón (a quien llamó Pedro);";Esp
1138;"Jacobo y su hermano Juan, hijos de Zebedeo (a quienes llamó Boanerges, que significa: Hijos del trueno);";Esp
1139;"Andrés, Felipe, Bartolomé, Mateo, Tomás, Jacobo, hijo de Alfeo; Tadeo, Simón el Zelote";Esp
1140;y Judas Iscariote, el que lo traicionó.;Esp
1141;Luego entró en una casa, y de nuevo se aglomeró tanta gente que ni siquiera podían comer él y sus discípulos.;Esp
1142;Cuando se enteraron sus parientes, salieron a hacerse cargo de él, porque decían: «Está fuera de sí».;Esp
1143;Los maestros de la ley que habían llegado de Jerusalén decían: «¡Está poseído por Beelzebú ! Expulsa a los demonios por medio del príncipe de los demonios».;Esp
1144;Entonces Jesús los llamó y les habló en parábolas: «¿Cómo puede Satanás expulsar a Satanás?;Esp
1145;Si un reino está dividido contra sí mismo, ese reino no puede mantenerse en pie.;Esp
1146;Y, si una familia está dividida contra sí misma, esa familia no puede mantenerse en pie.;Esp
1147;Igualmente, si Satanás se levanta contra sí mismo y se divide, no puede mantenerse en pie, sino que ha llegado su fin.;Esp
1148;Ahora bien, nadie puede entrar en la casa de alguien fuerte y arrebatarle sus bienes a menos que primero lo ate. Solo entonces podrá robar su casa.;Esp
1149;Os aseguro que todos los pecados y blasfemias se les perdonarán a todos por igual,;Esp
1150;"excepto a quien blasfeme contra el Espíritu Santo. Este no tendrá perdón jamás; es culpable de un pecado eterno».";Esp
1151;Es que ellos habían dicho: «Tiene un espíritu maligno ».;Esp
1152;En eso llegaron la madre y los hermanos de Jesús. Se quedaron afuera y enviaron a alguien a llamarlo,;Esp
1153;pues había mucha gente sentada alrededor de él. ?Mira, tu madre y tus hermanos están afuera y te buscan —le dijeron.;Esp
1154;?¿Quiénes son mi madre y mis hermanos? —replicó Jesús.;Esp
1155;Luego echó una mirada a los que estaban sentados alrededor de él y añadió: ?Aquí tenéis a mi madre y a mis hermanos.;Esp
1156;De nuevo comenzó Jesús a enseñar a la orilla del lago. La multitud que se reunió para verlo era tan grande que él subió y se sentó en una barca que estaba en el lago, mientras toda la gente se quedaba en la playa.;Esp
1157;Entonces se puso a enseñarles muchas cosas por medio de parábolas y, como parte de su instrucción, les dijo:;Esp
1158;«¡Prestad atención! Un sembrador salió a sembrar.;Esp
1159;Sucedió que, al esparcir él la semilla, una parte cayó junto al camino, y llegaron los pájaros y se la comieron.;Esp
1160;"Otra parte cayó en terreno pedregoso, sin mucha tierra. Esa semilla brotó pronto porque la tierra no era profunda;";Esp
1161;pero, cuando salió el sol, las plantas se marchitaron y, por no tener raíz, se secaron.;Esp
1162;Otra parte de la semilla cayó entre espinos que, al crecer, la ahogaron, de modo que no dio fruto.;Esp
1163;Pero las otras semillas cayeron en buen terreno. Brotaron, crecieron y produjeron una cosecha que rindió el treinta, el sesenta y hasta el ciento por uno.;Esp
1164;»El que tenga oídos para oír, que oiga», añadió Jesús.;Esp
1165;Cuando se quedó solo, los doce y los que estaban alrededor de él le hicieron preguntas sobre las parábolas.;Esp
1166;"«A vosotros se os ha revelado el secreto del reino de Dios —les contestó—; pero a los de afuera todo les llega por medio de parábolas,";Esp
1167;"para que »“por mucho que vean, no perciban; y por mucho que oigan, no entiendan; no sea que se conviertan y sean perdonados”.";Esp
1168;»¿No entendéis esta parábola? —continuó Jesús—. ¿Cómo podréis, entonces, entender las demás?;Esp
1169;El sembrador siembra la palabra.;Esp
1170;Algunos son como lo sembrado junto al camino, donde se siembra la palabra. Tan pronto como la oyen, viene Satanás y les quita la palabra sembrada en ellos.;Esp
1171;Otros son como lo sembrado en terreno pedregoso: cuando oyen la palabra, en seguida la reciben con alegría,;Esp
1172;pero, como no tienen raíz, duran poco tiempo. Cuando surgen problemas o persecución a causa de la palabra, en seguida se apartan de ella.;Esp
1173;Otros son como lo sembrado entre espinos: oyen la palabra,;Esp
1174;pero las preocupaciones de esta vida, el engaño de las riquezas y muchos otros malos deseos entran hasta ahogar la palabra, de modo que esta no llega a dar fruto.;Esp
