Item;Oracion;Lenguaje
1579;Antüshi Jesús suluꞌu tü pueulo kanüliakat Betania nipialuꞌumüin wane wayuu Simón anüliai, chi ayuuishikai paala sütüma ajaꞌttaa ata. Je wanaa sümaa nikaain Jesús, sürütkaakalaka nünainmüin wane jierü alüꞌüjasü wane pachiishichon akumajuushi süka ipa kanüliashi “alabastro” kaluꞌushi wane “perfume” kojutsü maꞌi. Susottakalaka tü shirousekat süpüla shiꞌyotoinjatüin shia saaꞌu nikii.;guc
1580;Otta waneeirua ekaashiikana nümaa, neꞌrapa tü saaꞌinrakat tü jietkat, mojushiisü namüin sünain naashajaajiraain mayaa: —¿Jamüsü saꞌamülajaakaꞌa tü “perfumekat”?;guc
1581;Kojutpajaꞌa maꞌi shia. Tü sujutkot, müsü aka shiꞌyataainjut wane wayuu soꞌu wane juya. Anasüje müleka suikkünüle süpüla sükaaliijia wayuu eekai müliain —namajiraakalaka sünain nachiajaain shia.;guc
1582;Nümakalaka Jesús namüin: —Juuꞌulaa suulia jiyoujüin tü jietkat. Anashaatasü maꞌi tü saaꞌinrakat taka.;guc
1583;Na wayuu müliakana, eejeena jümaa waneepia süpüla jüsülajüinjanain namüin. Otta tayakai, süpülajachire joo taya yaawaa jümaa.;guc
1584;Sükajee tüü, shiiꞌiyatüin tamüin tojut süpülapünaa tojoitünüin.;guc
1585;Tamüshii paala jia: Sainküin mma eepünaale süküjüneerüin tachiki tayakai chi Oꞌtteꞌerüikai, jaꞌyeerü süchiki tü jietkat süpüla sotüinjatüin saaꞌin wayuu tü saaꞌinrakat —nümakalaka Jesús namüin.;guc
1586;Otta müshia Judas Iscariote, napüshi na polooshiikana piammüin Aluwataaushikana, nuꞌunakalaka nanainmüin na laülaashiikana naꞌakajee na sacerdote judíokana süpüla aapaa nikii Jesús.;guc
1587;Je na laülaashiikana, talatakalaka maꞌi naaꞌin sütüma tü nümakat Judas namüin. —Wawalaajeechi pia müleka pükaaliijüle waya sünain ataꞌülaa Jesús —müshii nümüin. Nuꞌttakalaka Judas sünain achajawaa sukuaippa aapaa nikii Jesús.;guc
1588;Je sünain tü miꞌiraakat Pascuakat anülia, tü ekünapüꞌükat anain tü pan maꞌakasatkat soolojia, antüsü jooluꞌu tü kaꞌikat oꞌutünakat oꞌu naaꞌin wane anneetchon süpüla ekaanaa. Nasakirakalaka na nikirajüinkana: —¿Jalasü pücheküin süpüleerua wekaainjatüin tü Pascuakat, wekeraajaiwa shia püpüla? —namakalaka nümüin Jesús.;guc
1589;Nüjütakalaka Jesús piamashii nikirajüinkana sünain maa namüin: —Juꞌuna yalamüin suluꞌumüin tü pueulokat. Eejeechi jüpüla wane wayuu alüꞌüjüshi amüchi sümaa wüin. Juꞌuna nüchiirua chi wayuukai.;guc
1590;Je eemüinre nikerolüin, meena jia nümüin chi nipiajachikai: “Aluwataashi nünüiki chi Ekirajüikai süpüla wasakirüin sünain jaralüin tü paü nikaainjatkat aluꞌu tü Pascuakat namaa na nikirajüinkana”.;guc
1591;Niiꞌiyateerü jümüin wane paü miyoꞌu saaꞌujeesü tia miichikat kaluꞌusü korolo. Anakaja jikettaajüle tü paükat wapüla —nümakalaka Jesús namüin.;guc
1592;Oꞌuna müshiija joo naya suluꞌumüin tü pueulokat. Ayatsia tü nüküjakat achiki Jesús namüin. Nekeraajakalaka tü paükat süpüla neküinjatüin tü Pascuakat yala suluꞌu.;guc
1593;Shiasa joo aipaꞌa, nüntakalaka Jesús namaa na nikirajüinkana na polooshiikana piammüin eemüin tü miichikat.;guc
1594;Je wanaa sümaa naikkalaain sünain ekawaa, nümakalaka Jesús namüin: —Shiimüin tü tamakat jümüin jia ekaashiikana tamaa jooluꞌu, aapüneechi ekii taya nütüma wane jaꞌakajee —nümakalaka.;guc
1595;Mojukalaka maꞌi naaꞌin na nikirajüinkana sütüma tü nümakat Jesús namüin. —Kasataalejese nnojolin tayain chia —namakalaka nümüin waneꞌewaire nakua.;guc
1596;Nüsouktakalaka Jesús namüin: —Chi aapüinjachikai tekii, nieechi waneeshia jaꞌaka jiakana polooshiikana piammüin, chi acholotitkai tü pankat shiroku tü shirakat asalaa wanaa tamaa.;guc
1597;Shiimüin sünain toꞌutinneechin aaꞌin maa aka tü ashajünakat paala tachiki tayakai, chi Shipayakai Wayuu. Otta chi aapüinjachikai tekii, aluꞌuleekaijaꞌa maꞌi nia. Anashije nnojolinkale jemelin nia —nümakalaka Jesús namüin.;guc
1598;Wanaa sümaa nekaain, naapaakalaka Jesús wane pan sünain naapüin analuꞌut nümüin Maleiwa saaꞌu. Nüshaletakalaka shiꞌipawalin shia namüin na nikirajüinkana, sünain nümüin namüin: —Jaapaa jikaiwa tü pankat. Maa aka taapüin jooluꞌu jümüin tü pankat, meechia taya sünain aapajiraain tekii jaaꞌu jiakana —nümakalaka Jesús namüin.;guc
1599;Naapaakalaka joo Jesús wane iita kaluꞌusü wiino sünain naapüin analuꞌut nümüin Maleiwa saaꞌu. Naapakalaka shia namüin na nikirajüinkana süpüla nasüin shia napüshua waneꞌewai nakua.;guc
1600;Nümakalaka namüin: —Asüüshikat tüü, müsü aka sukuaippa tü tasha amülainjatkat süpüla nikeraajüinjatüin chi Maleiwakai tü pütchi jeket pansaatüjütkalia nütüma.;guc
1601;Tamüshii paala jia: Je jooluꞌu yaajee yaa, nnojoleechi taya asüin tüü tachikua waneꞌereꞌeya tasüin soꞌuweena wane kaꞌi chaꞌaya nümaꞌanamüin chi Maleiwakai chaa eere nuluwataain —nümakalaka Jesús namüin.;guc
1602;Shiasa süchikijee neeꞌirajüin wane jayeechi naꞌwaajakat aka Maleiwa, oꞌunüshii naya yalajee saaꞌumüin tü wutai kanüliakat Olivos.;guc
1603;Je nantapa sünainmüin tü wutaikat, nümakalaka Jesús namüin na nikirajüinkana: —Oꞌuneena jia jüpüshua tamaꞌanajee sünain jüpütüin taya tamüiwa maa aka tü sümakat paala, tü ashajünakat suluꞌu tü nüchikimaajatkat Maleiwa makat: “Toꞌuteechi aaꞌin chi anneetpüꞌükai je suꞌwalakajaweetkalaka tü naꞌanneetsekalüirua”.;guc
1604;Otta shiasa süchikijee susoꞌiraapa taaꞌin süchikijee ouktaa, oꞌuneechi taya jüpüleerua Galileamüin —nümakalaka Jesús namüin.;guc
1605;Otta müshia Pedro, nümakalaka joo nümüin Jesús: —Mayaashiije napüteechin pia na waneeirua, nnojoireejaꞌa tapütüinjachin pia pümüiwa.;guc
1606;Nümakalaka Jesús nümüin: —Shiimüin tü tamakat pümüin: Süpülapünaa niꞌyalajüin wane kaliina piantua soꞌu aikat tüü, apünüintueechi taya punujulajüin achiki sünain piꞌraajüin taya —nümakalaka nümüin.;guc
1607;Nümakalaka joo Pedro niꞌipajee: —Jaꞌitakajeꞌe ouktajachin taya pümaa, nnojoireejaꞌa süpüla taattajaainjachin paaꞌu —nümakalaka. Je mayaa müsü joo nanüiki na waneeiruaya nikirajüinkana.;guc
1608;Nikerolokalaka Jesús namaa na nikirajüinkana süpümüin wane unaꞌapü kanüliasü Getsemaní. Nümakalaka Jesús namüin: —Anakaja müleka jüikkalaale yaaya sümaꞌinruꞌu taashajaain nümaa Maleiwa.;guc
1609;Neenajaakalaka Pedro ooꞌulaka Jacobo je Juan süpüla nümaain. Nuꞌttakalaka Jesús sünain mojuin maꞌi naaꞌin;guc
1610;sünain nümüin namüin: —Süpüleeruasü maꞌi taaꞌin tü mojuukat aaꞌin süpülainshi tü müliaa teꞌreetkat. Anakaja müleka yaale jia sümaa eein jaaꞌin —nümakalaka namüin.;guc
1611;Nükatalaakalaka joo Jesús noulia mamüin aka tüsa sünain nuꞌwachiraain mmaluꞌu sünain nüchuntüin nümüin chi Maleiwakai shiiꞌiree naakateein tü müliaakat nuulia:;guc
1612;—Taata Maleiwa, müleka pücheküle, anasüje puuꞌuleꞌerüle toulia tü müliaa teꞌreetkat jooluꞌu. Akatsa nnojolüin shiainjatüin paaꞌinrüin tü tachekakat neꞌe tamüiwa, shia paaꞌinrüinjatka tü püchekakat tapüleerua —nümakalaka.;guc
1613;Shiasa süchikijee naashajaain nümaa Maleiwa, nüshaꞌwalaakalaka sünain nürütkaain nanainmüin na apünüinshiikana nikirajüin eere natunkajaꞌattaain nüpüla. Nümakalaka Jesús nümüin Pedro: —¿Tunkatataashi pia, Simón? ¿Jamüshii jia nnojoliikaꞌa juuntüin eein jaaꞌin wanaa tamaa motsoꞌoyaakaijeꞌe neꞌe?;guc
1614;Anakaja müleka eere jaaꞌin süpüla jüchuntüin nümüin Maleiwa suulia nuuꞌulakajüin jaaꞌin Satanás. Mayaainje keeꞌireein jaaꞌin tü tachekakat jüpüleerua, isasü jüchiki —nümakalaka.;guc
1615;Nükatalaakalaka joo Jesús nüchikua noulia süpüla naashajaain nüchikua nümaa Maleiwa. Nüchuntüin tü nümakat paala nümüin.;guc
1616;Je nüleꞌejapa nüchikuaꞌaya nanainmüin na nikirajüinkana, atunküshii naya nüpüla maa aka paala, süka sütunkeein maꞌi naaꞌin. Je nüchijirapa naya, isakalaka nachiki asouktaa nümüin.;guc
1617;Nükatalaakalaka joo Jesús noulia nüchikua süpüla naashajaain nümaa Maleiwa majaꞌa aka nünüiki paala. Apünüintuaichi joo aashajaain nümaa Maleiwa süka tüü. Je nüleꞌejapa nanainmüin na nikirajüinkana, nümakalaka namüin: —¿Jamüshii jia jutunkajakaꞌa maꞌi? ¿Jamüshii jia nnojoliikaꞌa eein jaaꞌin wanaa tamaa? Antüitpa takalia tayakai, chi Shipayakai Wayuu, süpüla taapünüinjachin ekii sajapuluꞌumüin wayuu kaainjarat.;guc
1618;Jütamaajaa jumaala, jooꞌuya woꞌunaiwa. Alüꞌütshi chi aapüinjachikai tekii —nümakalaka namüin.;guc
1619;Wanaa sümaa naashajaain Jesús namaa na nikirajüinkana, anta müshia Judas chi napüshikai na polookana piammüin. Je antapaatasü nümaa Judas wane wayuuirua wainma sümaa wunuꞌu ooꞌulaka chajaruuta sajapuluꞌu. Ajütüüshi naya natüma na laülaashiikana naꞌakajee na sacerdote judíokana ooꞌulaka na karalouktamaajanakana ooꞌulaka na laülaayuushiikana naaꞌu na judíokana.;guc
1620;Je Judas, chi aapüinjachikai nikii Jesús, müshi paala wopuluꞌu sümüin tü wattakat saalin wayuu: “Chi wayuu tachuꞌtkai awalapaꞌa, nia ataꞌünnajachika jütüma”, müshi nia namüin paala.;guc
1621;Nürütkaakalaka jooluꞌu Judas nünainmüin Jesús sünain nümüin nümüin: —Ekirajüikalee, anii taya antüin —nümakalaka nümüin sünain nüchuꞌlüin nuwalapaꞌa.;guc
1622;Arütkaashiijase joo na wayuukana nünainmüin Jesús sünain nataꞌülüin nia.;guc
1623;Otta wane nikirajüinkai Jesús, naapaakalaka tü nüchajaruutsekat. Nuwatakalaka nooꞌomüin wane nüchepchia chi laülaashikai napüleerua na sacerdote judíokana süpüla nüshottajachin nia. Nüchotoꞌoleekalaka tü nücheꞌekat.;guc
1624;Nümakalaka Jesús namüin na antakana nünainmüin: —¿Kaꞌruwaraiyaa taya jaaꞌinruꞌu jüntakalaka tanainmüin sümaa wunuꞌu ooꞌulaka chajaruuta jajapuluꞌu süpüla jütaꞌülüinjachin taya?;guc
1625;¿Jamüshi nnojoikaꞌa jütaꞌülüin taya paala chaꞌaya suluꞌu tü aꞌwaajüleekat Maleiwa eere tekirajapüꞌüin juꞌupala? Otta müsia tüü, alatüsü süpüla shikeraajüinjatüin tü nünüikikat chi Maleiwakai tachiki aküjünakat paala natüma na nünüikimaajanakana —nümakalaka Jesús namüin.;guc
1626;Je jooluꞌu na nikirajüinkana, naꞌluwataakalaka nümaꞌanajee sünain napütüin nia nümüiwa napüla na wayuukana.;guc
1627;Nataꞌülakalaka wane jimaꞌai oꞌunapüꞌükai nüchiirua Jesús. Otta isashi nia najapuluꞌujee sünain nüpütüin tü naanalakat sünain oꞌunaa masheꞌinyüin namaꞌanajee.;guc
1628;Na ataꞌülakana Jesús, noꞌunirüin nia yalajee nipialuꞌumüin Caifás, chi laülaashikai napüleerua na sacerdote judíokana, eere jutkatüin na laülaayuushiikana naꞌakajee na sacerdote judíokana, na laülaayuushiikana naaꞌu na judíokana, ooꞌulaka na karalouktamaajanakana.;guc
1629;Otta müshia Pedro, nünanajakalaka nüchiirua kaꞌyataluꞌujee. Nüntakalaka soꞌuluꞌumüin nüpaatiase chi laülaashikai. Nikerolakalaka suluꞌumüin. Nüikkalaakalaka saꞌaka tü suwaariasekat tü aꞌwaajüleekat Maleiwa sünain aatulajaa.;guc
1630;Je yaa paülüꞌü suluꞌu nipia Caifás, eeshii jutkatüin na laülaashiikana naꞌakajee na sacerdote judíokana ooꞌulaka napüshua na waneeirua laülaayuu judío suluꞌukana tü kanüliakat Sanedrín. Süka noꞌuteein maꞌi naaꞌin Jesús, nachajaa achikit wayuu süpüla süküjüinjatüin saꞌalain nüchiki Jesús. Mayaainje süntüin wayuu wainma nanainmüin sünain aküjaa alawaa nooꞌopünaa Jesús, nnojotsü nantüin anain kasain noꞌutirajatüin anainjee naaꞌin süka nnojolüin wanaawain tü namakat nüchiki Jesús.;guc
1631;Müsü nanüiki waneeirua sünain nüküjayaain nüchiki:;guc
1632;—Naashin chira, nuuntüin nujuttirüin tü aꞌwaajüleekat Maleiwa, tü akumajünakat paala sütüma wayuu, sümaa nütameꞌerüinjatüin wane suwalaꞌata soꞌu apünüin kaꞌisan, tü wane nnojoleetkat sükumajeerüin wayuusan —namakalaka.;guc
1633;Otta nnojotsü wanaawajiraain tü namakat.;guc
1634;Otta müshia chi laülaashikai napüleerua na sacerdotekana, nüshaꞌwalaakalaka jooluꞌu pasanain nanain na laülaayuukana napüshua sünain nüsakirüin Jesús: —¿Jamüinjatü joo pünüiki shiꞌipajee türa namakat nala wayuukana püchiki? —nümakalaka.;guc
1635;Otta müshia Jesús, koꞌutüshi neꞌe nuulia. Ayatakalaka nia sünain asakiraa: —Tasakirüin paala pia: ¿Shiimüinjasa sünain piain Cristoin Nüneekajalakai Maleiwa? ¿Shiimüinjasa sünain piain chi Nüchonkai Maleiwa? —nümakalaka nümüin Jesús.;guc
1636;Nüsouktakalaka Jesús: —Aa, shiimüin sünain tayain maa aka tü pümakat. Tamüshii paala jia jüpüshua: Soꞌuweena wane kaꞌi, jiꞌreechi taya, chi Shipayakai Wayuu, sünain joyotüin taya nikialuꞌujee Maleiwa chi Pülashikai maꞌi saaꞌu kojutüin taya nütüma. Je jiꞌreechi taya sünain tantüin mmoluꞌumüin chajee nümaꞌanajee Maleiwa saꞌaka tü sirumakat —nümakalaka Jesús namüin.;guc
1637;Otta müshia chi laülaashikai napüleerua na sacerdotekana, nüsükülijakalaka tü nüsheꞌinkat sütüma tü jashieekat sünain nümüin namüin na laülaayuu judíokana napüshua: —Eꞌrütkatche maꞌi aaꞌin wayumüin süka sünüiki nümüin Maleiwa. Nnojolüitpa cheꞌojaain wayuu wamüin aküjüinjatkat nüchiki.;guc
1638;Jaapüitpa nünüiki sünain wanaawain nia nümaa Maleiwa naashin. ¿Kasa anaka süpüla aaꞌinnaa nüka? —nümakalaka namüin. Nasouktakalaka nümüin: —Anakaja suꞌutinnüle aaꞌin —müshii naya.;guc
1639;Je jooluꞌu waneeirua naꞌaka, nejenaakalaka nuꞌuutajee Jesús. Nakoꞌoyojooin tü noꞌukot süka kuluulu sümaa nasheꞌetüin nia sünain namüin nümüin: —Müleka pialeje chi Cristo Nüneekajalakai Maleiwa, püshantaja saaꞌu jaralin asheꞌetüin pia —namakalaka nümüin sünain nemeꞌerainpalain nia. Nayasaꞌa na susurulaatsekana tü aꞌwaajüleekat, naꞌyaatayaa namüshi nia.;guc
1640;Wanaa sümaa yaain Jesús suluꞌu nipia chi laülaashikai, chashi Pedro joyotüin anooipaꞌa suluꞌu tü paatiakat. Sürütkaakalaka wane majayüt nünainmüin, tü nüchepchiakat chi laülaashikai napüleerua na sacerdotekana.;guc
1641;Shiirakaakalaka nümüin wanaa sümaa naatulujaꞌalüin. Sümakalaka nümüin: —Piaꞌayaꞌasa wane nümaapüꞌükai Jesús chi Nazaretjeꞌewaikai —sümakalaka nümüin.;guc
1642;Otta Pedro, nunujulajakalaka sünain nümüin sümüin: —Nnojoishi teꞌraajüin chi pümakai tamüin, nnojotsü tatüjaain aaꞌu tü paashajaakat achiki —nümakalaka sümüin sünain nüsünülaain eemüin tü soꞌukot paatia. Akootoleꞌerajaa müshia wane kaliina.;guc
1643;Shiꞌrapa nia süchikua tü achepchieekat, sümakalaka namüin na wayuu eejanakana suluꞌu tü paatiakat: —Aluꞌusa chia, nümaapüꞌüshi Jesús —sümakalaka namüin.;guc
1644;Naattajaakalaka Pedro nüchikua. Shiasa mapa yaaulerü, sürütkaakalaka wane wayuuirua eekana suluꞌu tü paatiakat nünainmüin Pedro sünain namüin nümüin: —Piaꞌayaꞌasa wane nümaapüꞌükai chira wayuukai, süka Galileajeꞌewalin pia wanaa nümaa —namakalaka nümüin.;guc
1645;Nümakalaka Pedro namüin: —Taküjüin tachikua jümüin nuꞌupala Maleiwa sünain nnojolin teꞌraajüin chira wayuukai —nümakalaka namüin.;guc
1646;Akootoleꞌerajaa müshia wane kaliina nüchikua. Sotokalaka naaꞌin Pedro tü nümakat Jesús paala nümüin: “Süpülapünaa niꞌyalajüin wane kaliina piantua soꞌu aikat tüü, apünüintueechi taya punujulajüin achiki sünain piꞌraajüin taya”, nümakat. Nujuittaakalaka Pedro yalajee yala sünain mojuin maꞌi naaꞌin sünain niꞌyalajashaanain.;guc
1647;Shiasa mapa jaꞌyuupa, outkajaashii nachikua na laülaashiikana naꞌakajee na sacerdote judíokana, na laülaayuushiikana naaꞌu na judíokana, na karalouktamaajanakana, ooꞌulaka napüshua na waneeirua laülaayuu judío suluꞌukana tü kanüliakat Sanedrín. Naashajaajiraain süchiki tü naaꞌinrüinjatkat süpüla noꞌutirüinjatüin naaꞌin Jesús. Noꞌunitkalaka Jesús sünain kapüin nia natüma nünainmüin Pilato chi Romajeꞌewaikai sülaülashikai tü mmakat Judea soꞌu kaꞌikat tia.;guc
1648;—¿Piaꞌaya chi Aluwataashikai saaꞌu wayuu judío? —nümakalaka Pilato nümüin. Nümakalaka Jesús niꞌipajee: —Shiaꞌaya tia pümakat.;guc
1649;Naküjakalaka na laülaashiikana naꞌakajee na sacerdote judíokana nümüin Pilato sünain naaꞌinrüin Jesús wainma kasa mojusü naajüin.;guc
1650;Nümakalaka Pilato nümüin Jesús: —Paaꞌinrüin wainma kasa mojusü naashin nala wayuukana. ¿Jamüshi nnojoikaꞌa püsouktüin shiꞌipajee tü namakat?;guc
1651;Otta müshia Jesús, koꞌutüshi neꞌe nuulia. Tanataakalaka naaꞌin chi sülaülashikai mma sükajee tia.;guc
1652;Waneepia suꞌunnaꞌawai tü Pascuakat, natüjainsü na judíokana taashiwalinjachin wane püreesashi nütüma chi sülaülashikai mma, chi naneekakai na wayuukana süpüla taashii.;guc
1653;Je wanaa sümaa tia, eeshi wane wayuu kanüliashi Barrabás, püreesashi nia namaa na nüpüshikana, na oꞌutüshiikana saaꞌin wayuu sünain ashutaa saaꞌu tü sülaülakat mma.;guc
1654;Süntakalaka joo tü wattakat saalii wayuu nünainmüin Pilato süpüla achuntaa süpüleerua naaꞌinrüinjatüin tü naaꞌinrapüꞌükat namüin.;guc
1655;—¿Jücheküin süpüleerua niainjachin tajütüin jooluꞌu chi Aluwataashikai saaꞌu wayuu judío? —nümakalaka Pilato sümüin.;guc
1656;Anasü nümüin Pilato müleka taashire Jesús, süka nütüjaain naaꞌu na laülaashiikana naꞌakajee na sacerdote judíokana sünain naapuushin Jesús sükajee neꞌe naꞌürülaain nünain.;guc
1657;Otta na laülaashiikana naꞌakajee na sacerdote judíokana, najütüin wane wayuuirua saꞌakamüin tü wattakat saalin wayuu süpüla nashüküjainjatüin shia süpüla süchuntüin nümüin Pilato niainjachin taashin Barrabás.;guc
1658;Nüsakirakalaka Pilato naya: —¿Kasa taaꞌinrüinjatka joo nüka chi “Aluwataashikai saaꞌu wayuu judío” jümakai?;guc
1659;Süsouktakalaka tü wayuukolüirua süpüshua nümüin: —Püchitira saaꞌu kuruusa.;guc
1660;Nümakalaka Pilato sümüin: —¿Jamüshi takacherirüinjachikaꞌa nia? ¿Kasa naainjalaka? Otta müshiꞌiya na wayuukanairua, masütaajusalii sümaa nekiisa: —Püchitira saaꞌu kuruusa —namakalaka nümüin nachikua sünain emetuluin maꞌi nanüiki.;guc
1661;Otta Pilato, süka nücheküin süpüleerua talatüinjatüin saaꞌin tü wayuukolüirua nüka, nüjütirakalaka joo Barrabás nanainmüin. Naapakalaka joo Jesús sümüin tü nusurulaatsekalüirua süpüla naꞌyaajüinjachin nia je süpüla nakacherüinjachin nia sünain kuruusa süpüla ouktaa.;guc
1662;Nuꞌuninnakalaka Jesús sütüma tü nusurulaatsekalüirua Pilato suluꞌumüin tü laülaapiakat. Seenajakalaka tü waneeirua surulaatkalüirua süpüla shiꞌrajüinjatüin nukua Jesús.;guc
1663;Saꞌatakalaka wane asheꞌinyüü anasü nünain, jepisiiyaa, maa aka saaꞌin nüsheꞌin wane aluwataai saaꞌu mma, süpüla shimeꞌerainpalain nia. Shiꞌitaakalaka wane kotse keimsesü saaꞌu nikii.;guc
1664;Oꞌttüsü tü surulaatkalüirua sünain maa: —Pia chi Aluwataashikai saaꞌu wayuu judío —sünain maa nümüin sünain shimeꞌerainpalain nia.;guc
1665;Shiꞌyaajakalaka nia kojuyatua nüraloꞌupünaa süka wane waraaratchon. Süsapainyoꞌukayaakalaka nümülatuꞌu sünain naꞌwaajayaain nia.;guc
1666;Shiasa süchikijee shimeꞌerainpalain nia, saakatüin tü asheꞌinyüü anasükat saꞌatakat paala nünain. Saꞌatüin tü nüsheꞌinkat nünain süchikua süpüla suꞌunirüinjachin nia yalajee yala süpüla sükacherüinjachin nia süpüla ouktaa.;guc
1667;Wanaa sümaa nuꞌuninnüin Jesús natüma na surulaatkana eemüinjachire nükachennüinjachin natüma, antüshi Jerusalénmüin wane wayuu Cirenejeꞌewai kanüliashi Simón, chi nüshikai Alejandro ooꞌulaka Rufo. Nütaꞌünnakalaka joo natüma na surulaatkana süpüla nülüꞌüjainjatüin tü wunuꞌu akachennüinjachikat anain Jesús.;guc
1668;Noꞌunirakalaka Jesús eemüin wane wutai kanüliasü Gólgota, “Ekiyüükat” maluꞌut tia.;guc
1669;Je chamüin chaꞌaya, naapüin na surulaatkana nümüin Jesús wane wiino kaꞌakasü “mirra” süpüla nüsüinjatüin. Otta niyouktüin shia.;guc
1670;Nayasaꞌa na surulaatkana süchikijee nakacherüin Jesús sünain tü kuruusakat, nashantanajiraakalaka saaꞌu tü nüsheꞌinkat süpüla natüjaainjatüin saaꞌu jaralin makatüinjachin apüla süpüshi tü nüsheꞌinkat waneꞌewai nakua.;guc
1671;Akachennüshi Jesús maa aka yaamüin kaꞌikat.;guc
1672;Eesü ashajünüin tü kasalajanakat anainjee nia sünain wane taapüla akachennüsü iipünaa sünain tü kuruusa kanainkat nia. Müsü mayaa:;guc
1673;Je nümaa Jesús, akachennüshii piamashii wayuu kaꞌruwarannuu oꞌutünüinjanakana aaꞌin wanaa nümaa. Akachennüshi wane nikialuꞌujee ooꞌulaka wane nüpeꞌeruꞌujee.;guc
1674;Je sükajee tia, shikeraajüin tü ashajünakat paala nüchiki Jesús sünain maa: “Niaꞌaya wane kaainjaraiya saashin wayuu”, makat.;guc
1675;Tü wayuu eekai sülatüin nüꞌünnaa Jesús, eirakaasü nümüin sümaa mojuin sünüiki nümüin mayaa: —Aishaꞌajaa pia. Pujuttirüinjatü tü aꞌwaajüleekat Maleiwa sümaa pütameꞌerüinjatüin shia süchikua soꞌu apünüin kaꞌisan.;guc
1676;¿Jamakaꞌa nnojoikaꞌa püshakatüin saaꞌujee tü kuruusakat süpüla nnojolinjachin ouktüin pia? —sümakalaka tü wayuukolüirua nümüin Jesús.;guc
1677;Akaataꞌaya nanüiki na laülaashiikana naꞌakajee na sacerdote judíokana je na karalouktamaajanakana sünain nemeꞌerainpalain nia. Namajiraakalaka: —¿Jamüshisa nnojoikaꞌa nuꞌtteꞌerajiraain nümüiwa maa aka nuꞌtteꞌerapüꞌüin wayuu naashin?;guc
1678;Nia Cristo chi Aluwataashikai saaꞌu tü wayuu Israelkalüirua naajüin. Müleka nüshakatüle jooluꞌu saaꞌujee tü kuruusakat, anoujeena waya nünain —namakalaka. Otta müshiꞌiya na ouktajanakana wanaa nümaa Jesús, müshii aka naya sünain mojuin nanüiki nümüin.;guc
1679;Shiasa maa aka kaleꞌo, epiyuushijaasü mmapaꞌakat süpüshua, awasajaꞌaleesia maa aka aliika.;guc
1680;Shiasa aliuukapa kaꞌikat, nuꞌwaatakalaka Jesús sünain emetuluin nünüiki sünain nümüin:    (Je tüü, maluꞌut: “Tamaleiwasee, Tamaleiwasee, ¿jamüshi pia püpütakaꞌa taya tamüiwa?”, müsü.);guc
1681;Je saapapa nünüiki Jesús wane wayuuirua shaꞌwashawatsü nüꞌütpaꞌa, müsü shia: —Nuunejüin Elías chi nünüikimaajachikai Maleiwa —sümakalaka.;guc
1682;Awataa müshia wane wayuu sünain asaajaa wane maawüi ocholotinnüsü shiroku wane asüüshi jashüꞌüsü shiꞌiruꞌusü wane lumia süpüla shiꞌitaanüinjatüin sünain niimata Jesús. Nümakalaka chi wayuukai: —Anakaja müleka waꞌatapajüle watüjaaiwa saaꞌu müleka nünteechire Elías süpüla nüshakatirüinjachin nia —nümakalaka.;guc
1683;Nuꞌwaatakalaka emetut Jesús nüchikua nümüin Maleiwa. Ouktakalaka nia süchikijee.;guc
1684;Je suluꞌu tü aꞌwaajüleekat Maleiwa wanaa maꞌi sümaa ouktüin Jesús, asüküijaasü pasanainpünaa sünain tü kuluulu soꞌulujunakat tü paü shiinaluꞌusükat.;guc
1685;Je chi sülaülashikai surulaat shaꞌwatakai nümülatuꞌu Jesús, naapapa nikiise Jesús je niꞌrapa nia sünain ouktaa, nümakalaka: —Shiimüinyala maꞌi sünain niain chi Nüchonkai Maleiwa —nümakalaka.;guc
1686;Je wanaa sümaa yaain Jesús sünain tü kuruusakat, eesü wane jieyuuirua wainma sünain ananajaa maa aka türa. Naya na antüshiikana nümaa Jesús Jerusalénmüin, na aaꞌinmajapüꞌükana nia namaa na nikirajüinkana paala wanaa sümaa waraittapüꞌüin naya Galileapünaa. Je naꞌaka na jieyuukana, eesü María Magdalena, ooꞌulaka María tü niikat Jacobo chi emülieekai je José, ooꞌulaka Salomé, ooꞌulaka waneeirua wainma antüsükalüirua nümaa Jesús Jerusalénmüin.;guc
1687;Je tü kaꞌi ouktakat oꞌu Jesús, shia tü kaꞌi süꞌlakajaakat oꞌu shiküin tü wayuukolüirua süpüla tü kaꞌi sheemeraainjatkat oꞌu. Eejachi wane wayuu kanüliashi José, chajeꞌewai Arimatea, noꞌuluku na laülaashii sulujunakana tü kanüliakat Sanedrín, eekai kojutüin natüma. Aꞌatapajüshi nia nükalia Maleiwa süpüla aluwatawaa. Je motsapa kaꞌi, oꞌunamaatüshi nia eemüin Pilato sünain nnojolin mmolüin süpüla achuntaa müliashii süpüla niꞌitaainjachin nia suluꞌu woowira.;guc
1688;Niasaꞌa Pilato, süka nnojolüin niyaawatüin naaꞌu Jesús sünain ouktüichipain, nüsakirüin wane sülaülashi surulaat sooꞌopünaa tia.;guc
1689;Shiasa nütüjaapa saaꞌu sünain ouktüichipain Jesús, naapüin nümüin José süpüla nüshakatirüinjachin müliashii saaꞌujee kuruusakat.;guc
